_id,score,magnitude,date
936879295984648192,0,0,1512204405195
936879295967797248,0.2,0.7,1512204405191
936879297570095104,0.2,0.4,1512204405573
936879299520425984,0,0.1,1512204406038
936879302045339648,0,0,1512204406640
936879304528429056,0,0.1,1512204407232
936879306029989889,-0.4,0.4,1512204407590
936879307112062976,0,0,1512204407848
936879306961182720,0.4,0.4,1512204407812
936879304184545286,0.2,1.1,1512204407150
936879306663272450,0,0.1,1512204407741
936879309733560320,0,0,1512204408473
936879310886940672,-0.4,0.4,1512204408748
936879311222538241,0,0.3,1512204408828
936879312489218049,0.3,0.6,1512204409130
936879313114112000,-0.2,0.2,1512204409279
936879313562906624,0.3,0.7,1512204409386
936879314099830784,0.6,0.6,1512204409514
936879313952968704,-0.9,0.9,1512204409479
936879314217320449,0.8,1.6,1512204409542
936879315110608897,-0.1,0.5,1512204409755
936879315727167488,0,0.1,1512204409902
936879319875325952,0,0.3,1512204410891
936879320764579840,0.1,0.1,1512204411103
936879320739352578,0.8,1.6,1512204411097
936879323444682752,0,0.3,1512204411742
936879324585533441,0,0.1,1512204412014
936879326942785536,-0.7,0.7,1512204412576
936879330277257216,0,0.3,1512204413371
936879331422253057,0,0,1512204413644
936879331766181888,0.8,1.6,1512204413726
936879333024526338,0.8,1.6,1512204414026
936879333301350401,0,0.3,1512204414092
936879334907768832,-0.7,0.7,1512204414475
936879335268540418,0.6,0.6,1512204414561
936879336245694464,0,0.3,1512204414794
936879332491902977,0.2,1.1,1512204413899
936879337113923584,0,0.3,1512204415001
936879337730555904,0,0,1512204415148
936879341102706689,-0.4,0.4,1512204415952
936879342277160962,0.2,0.9,1512204416232
936879342763761665,0.1,0.8,1512204416348
936879342784622592,-0.4,0.4,1512204416353
936879343568953345,0.4,0.9,1512204416540
936879344567296000,0,0,1512204416778
936879346249170945,0.3,0.7,1512204417179
936879346802765824,0.2,0.2,1512204417311
936879349428453376,0.1,0.8,1512204417937
936879352360288257,0.4,1.3,1512204418636
936879355103297536,0,0.1,1512204419290
936879356269314048,0.3,0.6,1512204419568
936879356479025153,0.1,0.5,1512204419618
936879356814569472,0.1,0.3,1512204419698
936879358181912576,-0.7,0.7,1512204420024
936879361810079745,0,0.3,1512204420889
936879362254577664,0,0,1512204420995
936879362250489856,0.4,1.3,1512204420994
936879364188147712,0.2,0.2,1512204421456
936879365085732866,0.2,0.4,1512204421670
936879364129435649,0,0.3,1512204421442
936879366188843010,0,0.3,1512204421933
936879365186510848,0,0.3,1512204421694
936879366541156352,0,0.3,1512204422017
936879367061258240,0,0.3,1512204422141
936879363840028672,-0.1,0.1,1512204421373
936879368386756608,0,0.3,1512204422457
936879370097930242,0,0.3,1512204422865
936879371020771328,-0.8,0.8,1512204423085
936879371142365184,0.4,1.3,1512204423114
936879372165771265,0.2,0.4,1512204423358
936879372719374336,-0.3,0.3,1512204423490
936879375206641665,0.7,0.7,1512204424083
936879377253462016,-0.2,0.9,1512204424571
936879378520186880,0,0.1,1512204424873
936879377995853826,0,0.3,1512204424748
936879379262648320,0.4,0.4,1512204425050
936879382194352128,0,0.1,1512204425749
936879382668259328,0,0.3,1512204425862
936879380097142784,0.1,0.8,1512204425249
936879383179956225,0.2,0.5,1512204425984
936879383242878976,0,0.3,1512204425999
936879385474248704,0.3,0.6,1512204426531
936879385415528448,0,0.2,1512204426517
936879386669625345,0,0,1512204426816
936879386359246848,0,0.7,1512204426742
936879387479220230,0.9,0.9,1512204427009
936879389475618818,0.1,0.5,1512204427485
936879387684741121,0,0,1512204427058
936879389689618437,0,0.3,1512204427536
936879388120924165,0.3,0.6,1512204427162
936879388460593152,0.1,0.2,1512204427243
936879390884995072,0,0.4,1512204427821
936879391337877504,0.2,0.2,1512204427929
936879392814272513,0.1,0.1,1512204428281
936879393128923137,0,0.3,1512204428356
936879394437472256,0,0,1512204428668
936879394122907650,0.3,0.6,1512204428593
936879396358537216,0.1,0.2,1512204429126
936879396899627009,0.9,0.9,1512204429255
936879397377794050,0,0.4,1512204429369
936879397428019200,0.3,0.9,1512204429381
936879398510137350,-0.1,0.3,1512204429639
936879398262792192,0,0.2,1512204429580
936879399172849665,0,0.7,1512204429797
936879399156060160,0,0.3,1512204429793
936879403161698305,-0.1,0.1,1512204430748
936879403727855617,0,0.3,1512204430883
936879401668448257,0.2,1.1,1512204430392
936879408308092937,0,0,1512204431975
936879409591545861,0,0.3,1512204432281
936879410333999104,0.2,0.2,1512204432458
936879410275217408,0,0,1512204432444
936879411130875904,0,0.3,1512204432648
936879411399241728,0.1,0.6,1512204432712
936879412871442432,-0.2,0.9,1512204433063
936879412653342725,0.1,0.1,1512204433011
936879413571883008,0.2,0.5,1512204433230
936879413534236674,0,0.1,1512204433221
936879415044194306,0,0.3,1512204433581
936879416101060608,0.3,0.6,1512204433833
936879419586625539,0.6,0.6,1512204434664
936879419964121088,0.7,1.5,1512204434754
936879420492595203,-0.2,0.2,1512204434880
936879422832918529,0.1,0.3,1512204435438
936879423344623617,0.4,1.3,1512204435560
936879423063601152,0,0,1512204435493
936879424611348480,0,0.3,1512204435862
936879424791748608,-0.2,0.2,1512204435905
936879424682598400,0,0.3,1512204435879
936879425425096711,-0.4,0.4,1512204436056
936879425739567104,-0.2,0.2,1512204436131
936879427333398528,-0.1,0.5,1512204436511
936879427287375873,0.9,0.9,1512204436500
936879428004601856,0.4,0.4,1512204436671
936879428868730880,0.1,0.2,1512204436877
936879428474302464,0.1,0.2,1512204436783
936879428885286913,0.3,0.3,1512204436881
936879429430546434,0.3,0.6,1512204437011
936879429732655104,0,0.1,1512204437083
936879430214938625,0,0.1,1512204437198
936879430491713536,0,0.3,1512204437264
936879431418757122,0.2,0.7,1512204437485
936879432480034816,-0.8,0.8,1512204437738
936879432634998784,0.1,0.1,1512204437775
936879434442858496,0,0.3,1512204438206
936879434270883840,0.3,0.6,1512204438165
936879435088719873,0.1,0.3,1512204438360
936879435407433729,0.2,0.2,1512204438436
936879436653199360,0.4,1.3,1512204438733
936879436711870464,-0.1,0.1,1512204438747
936879437026435072,-0.4,0.4,1512204438822
936879436984487937,0,0.1,1512204438812
936879436841984000,0.3,0.9,1512204438778
936879440436408321,0.1,1,1512204439635
936879440633610240,0.8,1.6,1512204439682
936879441908609026,-0.5,0.5,1512204439986
936879442093268992,-0.5,0.5,1512204440030
936879442147688448,0,0.2,1512204440043
936879444286881793,0,0.3,1512204440553
936879445570330625,0.3,0.6,1512204440859
936879445930946560,0.4,0.4,1512204440945
936879447457783808,-0.1,0.3,1512204441309
936879447633944576,0.4,1.3,1512204441351
936879448896319488,0.3,1.4,1512204441652
936879449030533120,0.3,0.6,1512204441684
936879450452508673,0.3,0.6,1512204442023
936879450557366272,0.3,0.9,1512204442048
936879450846666754,0.4,0.4,1512204442117
936879451761033216,0.4,1.3,1512204442335
936879452516098048,0,1.6,1512204442515
936879453925359617,-0.4,0.4,1512204442851
936879455284240389,0.9,0.9,1512204443175
936879455682703360,0,0.3,1512204443270
936879456290971648,0,0,1512204443415
936879456597155843,-0.6,0.6,1512204443488
936879456572006400,0,0,1512204443482
936879457339523075,0.2,0.9,1512204443665
936879457125535745,0,0.3,1512204443614
936879457566015488,0.3,0.9,1512204443719
936879457586970624,0.4,1.3,1512204443724
936879460371988481,0,0.3,1512204444388
936879459629654016,0.2,0.6,1512204444211
936879461630275586,0.1,0.1,1512204444688
936879462150373376,0.3,1,1512204444812
936879462821511168,0,0.3,1512204444972
936879463601549312,0,0.3,1512204445158
936879464134320134,0.2,0.5,1512204445285
936879467812630528,-0.8,0.8,1512204446162
936879468244738048,-0.2,1,1512204446265
936879469549182977,0.2,0.4,1512204446576
936879470811652099,-0.1,0.1,1512204446877
936879472074113024,0.2,0.4,1512204447178
936879470790635520,-0.1,0.5,1512204446872
936879475081408513,0,0,1512204447895
936879475333009414,0.3,0.9,1512204447955
936879475286884352,0.8,1.6,1512204447944
936879477623160833,0.1,0.1,1512204448501
936879479804256256,0.6,0.6,1512204449021
936879481754607616,0,0.6,1512204449486
936879483348328448,0.2,1.1,1512204449866
936879483654512641,0,0.3,1512204449939
936879484065652736,0,0.3,1512204450037
936879483709091840,0.4,0.4,1512204449952
936879485785333761,0.1,0.3,1512204450447
936879486477352960,-0.2,0.2,1512204450612
936879486590521344,0,0.3,1512204450639
936879487072927746,0,0.3,1512204450754
936879487655886848,0,0.3,1512204450893
936879487693742080,0,0.1,1512204450902
936879487987286022,0,0.1,1512204450972
936879488956219392,0.1,0.3,1512204451203
936879488536756224,0,0,1512204451103
936879486884126720,0.2,1.1,1512204450709
936879490810003461,0,0,1512204451645
936879490940018688,0,0,1512204451676
936879491212652545,-0.4,0.8,1512204451741
936879490612871168,0,0.3,1512204451598
936879491854450688,0,0,1512204451894
936879491795652608,0,0.3,1512204451880
936879492311552004,-0.1,0.2,1512204452003
936879492420722688,-0.4,0.4,1512204452029
936879492831748096,0.9,0.9,1512204452127
936879492978454529,0.4,0.4,1512204452162
936879493997670400,0,0.3,1512204452405
936879493381156864,0,0.3,1512204452258
936879493989285888,0.5,0.5,1512204452403
936879494094131201,0,0,1512204452428
936879494899539968,0,0.1,1512204452620
936879495486640128,-0.1,0.6,1512204452760
936879495339847680,0.4,0.9,1512204452725
936879494668763141,0.1,0.1,1512204452565
936879496711389184,0,0.3,1512204453052
936879497017671681,-0.5,0.5,1512204453125
936879497185337345,-0.4,0.4,1512204453165
936879497957089281,0.1,0.2,1512204453349
936879502264647680,0.8,1.6,1512204454376
936879503493685248,0.4,1.3,1512204454669
936879503661457409,0,0.3,1512204454709
936879503921487872,-0.1,0.5,1512204454771
936879504110137344,0.3,0.6,1512204454816
936879503787175936,0,0,1512204454739
936879504806494208,-0.1,0.1,1512204454982
936879504470958081,0,0.3,1512204454902
936879504814882816,0,0,1512204454984
936879507000008705,0,0.3,1512204455505
936879507515965440,0,0.2,1512204455628
936879507700457473,0,0.1,1512204455672
936879508870725632,0,0.3,1512204455951
936879513476009990,0,0.3,1512204457049
936879513216024580,0.1,0.2,1512204456987
936879513769615360,0.5,1,1512204457119
936879515220901888,-0.1,0.1,1512204457465
936879515581628416,0.1,0.2,1512204457551
936879515959156736,0,0.3,1512204457641
936879516361793537,0,0.3,1512204457737
936879516357500928,0,0.3,1512204457736
936879516441440256,-0.4,0.4,1512204457756
936879519012503554,0.8,1.6,1512204458369
936879522007232514,0,0.3,1512204459083
936879524691697665,0.1,1.8,1512204459723
936879524913881088,0.3,0.6,1512204459776
936879525136277509,-0.6,1.3,1512204459829
936879526176473088,0,0.3,1512204460077
936879527401218060,0.1,0.2,1512204460369
936879527740895232,0.7,0.7,1512204460450
936879529393455104,0.7,0.7,1512204460844
936879529594830848,0.2,0.5,1512204460892
936879529578020864,0,0.3,1512204460888
936879530207150080,0.7,0.7,1512204461038
936879530358185985,0.3,0.6,1512204461074
936879530727190529,0.1,0.6,1512204461162
936879531889061888,0,0.3,1512204461439
936879532912414720,0.1,0.2,1512204461683
936879535785521153,0.1,0.1,1512204462368
936879535852732421,0,0.2,1512204462384
936879535739453440,0.8,1.6,1512204462357
936879537190682624,0,0,1512204462703
936879535559028736,0.2,0.4,1512204462314
936879540697055232,-0.2,0.2,1512204463539
936879541561073664,0.1,0.6,1512204463745
936879542248947713,0.8,1.6,1512204463909
936879543004012544,0.4,1.3,1512204464089
936879543742169088,0.8,1.6,1512204464265
936879546669731840,0.3,0.3,1512204464963
936879547592482816,0.1,0.3,1512204465183
936879546187390977,0.2,1.1,1512204464848
936879550897692678,0.1,0.2,1512204465971
936879551203835904,0.2,1.1,1512204466044
936879553447731200,0.3,1.1,1512204466579
936879556476071937,0,0.3,1512204467301
936879556891328514,0,0.3,1512204467400
936879559210700800,0.5,0.5,1512204467953
936879560636825601,0,0.3,1512204468293
936879562331373568,0,0.3,1512204468697
936879563426033664,-0.4,0.4,1512204468958
936879564822790146,0.8,1.6,1512204469291
936879565510664192,0.6,1.2,1512204469455
936879565741350912,0.3,0.3,1512204469510
936879566836047873,0.7,1.4,1512204469771
936879566873751552,-0.4,0.4,1512204469780
936879566898962432,0.1,0.3,1512204469786
936879567670611968,0,0,1512204469970
936879568928903168,0,0.3,1512204470270
936879569163902977,0.3,0.3,1512204470326
936879569583222784,0,0.5,1512204470426
936879571797819392,0.8,1.6,1512204470954
936879573249146880,-0.3,0.9,1512204471300
936879572494061568,0.6,0.6,1512204471120
936879573634973697,0,0,1512204471392
936879573895061504,0.8,1.6,1512204471454
936879575237144577,-0.1,0.5,1512204471774
936879575765680129,0.4,0.4,1512204471900
936879576470380544,0,0.3,1512204472068
936879576243879937,0.8,1.6,1512204472014
936879576730386433,-0.2,0.2,1512204472130
936879577430761473,-0.1,0.1,1512204472297
936879578647162880,0,0.3,1512204472587
936879578722664448,0.8,1.6,1512204472605
936879579989295104,-0.6,0.6,1512204472907
936879580442275840,-0.4,0.4,1512204473015
936879581943828482,0,0,1512204473373
936879582682034178,0.4,1.3,1512204473549
936879583051124737,-0.6,0.6,1512204473637
936879583265136645,-0.8,0.8,1512204473688
936879584032710656,0,0.3,1512204473871
936879584464617473,0.8,1.6,1512204473974
936879584926035968,0,0,1512204474084
936879585156726784,0.8,1.6,1512204474139
936879586284941313,0,0.3,1512204474408
936879588508033024,0.1,0.1,1512204474938
936879588776427525,0.4,1.3,1512204475002
936879588990316544,0,0,1512204475053
936879589158150145,0.1,1.4,1512204475093
936879592236761088,0.1,0.3,1512204475827
936879594262507520,0.4,0.4,1512204476310
936879594853900289,-0.2,0.5,1512204476451
936879595281817603,-0.1,0.1,1512204476553
936879595550208005,0.1,0.1,1512204476617
936879597274066944,0,0.3,1512204477028
936879599933198336,0.4,0.4,1512204477662
936879596464619521,0.2,1.1,1512204476835
936879601611030534,0,0,1512204478062
936879602177269761,0.1,0.8,1512204478197
936879602282065920,0.5,1.1,1512204478222
936879605994024960,0.3,0.6,1512204479107
936879604488220672,0.2,1.1,1512204478748
936879609601179648,0.1,0.1,1512204479967
936879610125475842,0,0,1512204480092
936879610557472768,0,0.1,1512204480195
936879610767204353,0.4,1.4,1512204480245
936879610532216832,0,0.3,1512204480189
936879612323282945,0.3,0.7,1512204480616
936879611421458437,0,0.7,1512204480401
936879613141118976,0,0.3,1512204480811
936879613581574144,0.1,0.6,1512204480916
936879613854171137,0,0,1512204480981
936879614080598017,0,0.1,1512204481035
936879616601481216,0.2,0.7,1512204481636
936879616169410568,0.6,0.6,1512204481533
936879619004760064,-0.8,0.8,1512204482209
936879620837617664,0,0.3,1512204482646
936879621676589056,-0.9,0.9,1512204482846
936879619927556096,0.1,0.1,1512204482429
936879621756280832,0.3,0.6,1512204482865
936879622104289280,0.4,1.3,1512204482948
936879622981017600,0,0.9,1512204483157
936879623513686016,0.3,0.9,1512204483284
936879623618490370,0,0.1,1512204483309
936879624826511360,0,0.3,1512204483597
936879625602416641,0.3,0.6,1512204483782
936879625442959360,0.3,0.6,1512204483744
936879627972177920,0.1,0.3,1512204484347
936879627766702081,-0.4,0.4,1512204484298
936879628035153922,0,0.6,1512204484362
936879628966281216,0.2,0.2,1512204484584
936879630979444738,0.8,1.7,1512204485064
936879631608643585,0,0.3,1512204485214
936879632665665536,0.1,0.8,1512204485466
936879633097617410,0,0,1512204485569
936879633093476354,0,0.6,1512204485568
936879633856737282,0,0.3,1512204485750
936879635723251713,0,0.3,1512204486195
936879636759199744,0,0.8,1512204486442
936879637182922753,0.8,0.8,1512204486543
936879637044404224,0,0.1,1512204486510
936879637438668801,0,0,1512204486604
936879637753409536,0,0.1,1512204486679
936879616995745793,0,0.3,1512204481730
936879639040897025,0,0,1512204486986
936879641008128000,0,0.3,1512204487455
936879640970280960,-0.1,0.1,1512204487446
936879640395726848,0,0,1512204487309
936879641763069952,0,0,1512204487635
936879641565859845,0.1,0.5,1512204487588
936879642476101632,-0.3,0.3,1512204487805
936879643080081409,0.4,0.4,1512204487949
936879641297485824,0,0.1,1512204487524
936879645064019974,0.3,1.1,1512204488422
936879645521166336,0.1,0.2,1512204488531
936879646108295168,0.5,0.5,1512204488671
936879646456475650,0.2,0.6,1512204488754
936879646695555074,-0.4,0.4,1512204488811
936879647282814976,0,0.3,1512204488951
936879648243269632,0,0,1512204489180
936879648738131968,0.8,1.6,1512204489298
936879651074347008,0.2,0.2,1512204489855
936879651556753409,0.4,0.4,1512204489970
936879655059013634,0,0.3,1512204490805
936879655772028928,0,0,1512204490975
936879657781100545,0.3,0.6,1512204491454
936879657906925569,0,0,1512204491484
936879658984808448,0,0.3,1512204491741
936879657294618624,0,0.2,1512204491338
936879661212037122,0,0.3,1512204492272
936879662348738568,0,0.1,1512204492543
936879662889820160,0.3,0.3,1512204492672
936879662218715137,0.2,0.4,1512204492512
936879662839488513,0.2,0.4,1512204492660
936879648134217729,0.1,1.2,1512204489154
936879649522458624,0.1,0.3,1512204489485
936879665691508737,0,0.1,1512204493340
936879667692183552,0.2,0.7,1512204493817
936879667927064576,0.9,0.9,1512204493873
936879672024952833,0,0.3,1512204494850
936879672364744704,0,0.3,1512204494931
936879672788320256,0.5,1.1,1512204495032
936879671483949056,0.1,0.2,1512204494721
936879675426537473,0,0.3,1512204495661
936879677498580993,-0.1,0.1,1512204496155
936879677632684034,0.2,0.5,1512204496187
936879677150396416,0.4,0.4,1512204496072
936879678001840128,0.1,0.9,1512204496275
936879679859916800,0.2,0.7,1512204496718
936879680954671104,0.5,0.5,1512204496979
936879682552709120,-0.1,0.5,1512204497360
936879682858786816,0.1,0.2,1512204497433
936879685627101185,0.3,0.9,1512204498093
936879685811691520,0,0,1512204498137
936879686633664512,0,0.3,1512204498333
936879688982528000,-0.3,0.3,1512204498893
936879689695498240,0.8,0.8,1512204499063
936879689787875328,-0.3,0.3,1512204499085
936879690924441600,0,0,1512204499356
936879691482333186,0,0,1512204499489
936879691603906561,0,0.3,1512204499518
936879692883279873,-0.5,0.5,1512204499823
936879693294321665,0.1,1,1512204499921
936879697757028352,-0.2,0.2,1512204500985
936879698990137345,0,0.3,1512204501279
936879699241795584,0,0,1512204501339
936879700042924032,-0.4,0.4,1512204501530
936879700814606336,0,0.3,1512204501714
936879700848214017,-0.7,1.5,1512204501722
936879700558856192,0.7,0.7,1512204501653
936879703083819008,0,0,1512204502255
936879703234830336,0.1,0.3,1512204502291
936879703100497920,0,0.1,1512204502259
936879706384633856,0,0.3,1512204503042
936879707492032513,0,0.1,1512204503306
936879709207404544,0,0.3,1512204503715
936879709123575808,0,0,1512204503695
936879709559840768,0,0.3,1512204503799
936879710260178945,0,0.3,1512204503966
936879711065579521,0.1,0.3,1512204504158
936879712009256960,0,0.3,1512204504383
936879713338802180,-0.1,0.3,1512204504700
936879714383273984,0.4,0.9,1512204504949
936879715901612032,0,0,1512204505311
936879716702625792,0,0.3,1512204505502
936879720305647618,0.1,0.5,1512204506361
936879721735897090,-0.1,0.1,1512204506702
936879721928826880,0,0.3,1512204506748
936879722784419840,0.5,1,1512204506952
936879722675421190,0.1,0.1,1512204506926
936879730606800896,0,0,1512204508817
936879732322217991,0,0.3,1512204509226
936879732456484864,0,0.3,1512204509258
936879732548812805,0,0.3,1512204509280
936879732406095873,0.5,1,1512204509246
936879732582334464,-0.1,0.4,1512204509288
936879733676974081,0,0,1512204509549
936879734666903553,0,0.3,1512204509785
936879734553640961,0.1,0.3,1512204509758
936879739314126849,0.3,0.3,1512204510893
936879739469406208,0.8,1.6,1512204510930
936879740505415683,0,0.3,1512204511177
936879741331652608,0,0.3,1512204511374
936879745257545728,0,0.1,1512204512310
936879746226405377,0,0.3,1512204512541
936879747878891520,0.2,0.4,1512204512935
936879748654948352,0,0,1512204513120
936879748894015489,0.6,0.6,1512204513177
936879749456019457,0.4,0.4,1512204513311
936879749757988865,0.1,0.1,1512204513383
936879749825052672,0,0,1512204513399
936879749829242880,0,0.2,1512204513400
936879751406411776,-0.3,0.6,1512204513776
936879752211709953,0.5,0.5,1512204513968
936879753486778370,0,1,1512204514272
936879753834807296,0,0.3,1512204514355
936879755923562497,0.2,0.2,1512204514853
936879756871483392,0,0.3,1512204515079
936879758180155393,0,0.3,1512204515391
936879758503157760,0.4,0.9,1512204515468
936879759610408960,0.1,0.3,1512204515732
936879760789061633,0,0.3,1512204516013
936879762500329472,0,0.3,1512204516421
936879762500231168,0,0.1,1512204516421
936879765968973824,0.4,0.4,1512204517248
936879765427912705,-0.4,0.9,1512204517119
936879767516725248,0.1,0.2,1512204517617
936879768640765953,0.1,0.1,1512204517885
936879768087097344,0,0.1,1512204517753
936879769932537862,0.4,0.4,1512204518193
936879769609650176,-0.1,0.3,1512204518116
936879770037452802,0,0.2,1512204518218
936879770553409536,0.2,0.2,1512204518341
936879771610267648,0.4,0.4,1512204518593
936879773355089923,0.1,0.5,1512204519009
936879772923191297,0.2,1.1,1512204518906
936879778174451713,0,0.3,1512204520158
936879778396749831,0,0.3,1512204520211
936879778627338242,0,0.1,1512204520266
936879780498063360,0,0,1512204520712
936879780753940481,-0.3,0.9,1512204520773
936879784151236608,-0.2,0.2,1512204521583
936879784243556352,0.2,0.2,1512204521605
936879787842273280,0,0.2,1512204522463
936879789637435393,0.2,0.2,1512204522891
936879790291935232,0,0.3,1512204523047
936879792778915845,0,0.3,1512204523640
936879793278029824,0.2,0.7,1512204523759
936879794414788608,0,0,1512204524030
936879797753352192,0,0.3,1512204524826
936879798298673152,0,0.3,1512204524956
936879800534175745,0,0.1,1512204525489
936879802589396993,0.2,0.4,1512204525979
936879804548186112,0,0,1512204526446
936879805034782720,0,0.3,1512204526562
936879806146265088,0,0.3,1512204526827
936879806775308288,0,0,1512204526977
936879807668805632,0.1,0.6,1512204527190
936879807706546176,0,0.3,1512204527199
936879808109092864,-0.6,0.6,1512204527295
936879809736581120,0.8,0.8,1512204527683
936879813700198401,-0.4,0.4,1512204528628
936879815298244608,-0.8,0.8,1512204529009
936879817076514816,0,0,1512204529433
936879817261060097,-0.3,0.8,1512204529477
936879819228246018,-0.5,0.5,1512204529946
936879820431958017,-0.1,0.1,1512204530233
936879820465610752,0,0.3,1512204530241
936879821287710720,0,0.3,1512204530437
936879823829458945,0.2,0.2,1512204531043
936879823942696960,0.4,1.3,1512204531070
936879823913336833,-0.2,1,1512204531063
936879825372844033,0.2,0.7,1512204531411
936879826052329472,0,0.3,1512204531573
936879828833148928,0,0.1,1512204532236
936879829533601792,0.2,0.7,1512204532403
936879830917816321,0,0,1512204532733
936879832637456384,0,0,1512204533143
936879832947859456,0.5,0.5,1512204533217
936879834990440455,-0.2,0.2,1512204533704
936879835992879104,0.1,0.1,1512204533943
936879838450786304,0,0,1512204534529
936879839008526345,0.5,1,1512204534662
936879841713913857,0.1,0.1,1512204535307
936879844389937152,0,0,1512204535945
936879845094522881,0.2,0.2,1512204536113
936879847372046341,0,0.1,1512204536656
936879849469124608,0.7,0.7,1512204537156
936879849754411008,-0.1,0.6,1512204537224
936879849381052416,0,0.7,1512204537135
936879854162665473,0,0.1,1512204538275
936879854460399617,0.2,0.2,1512204538346
936879857287405569,0.2,0.2,1512204539020
936879858356912129,0.4,1.3,1512204539275
936879860294721536,0,0.3,1512204539737
936879858314969088,0,0.7,1512204539265
936879861938864135,0,0.3,1512204540129
936879861896904704,0,0.3,1512204540119
936879860172992512,0,0.4,1512204539708
936879862383460352,0,0.3,1512204540235
936879862836375552,-0.1,0.1,1512204540343
936879865571131392,-0.8,0.8,1512204540995
936879867215233024,0.4,0.9,1512204541387
936879867878031362,-0.4,0.4,1512204541545
936879867823497216,0.1,0.1,1512204541532
936879868221956098,0,0.3,1512204541627
936879870721720320,0,0.3,1512204542223
936879871313158144,0,0.1,1512204542364
936879871900336129,0.2,0.7,1512204542504
936879871719903232,0.1,0.3,1512204542461
936879872156168192,-0.2,0.7,1512204542565
936879872386859008,0.5,1.1,1512204542620
936879873783603200,0,0.3,1512204542953
936879874832080897,0.7,0.7,1512204543203
936879875562004480,0.6,1.3,1512204543377
936879876526575617,0,0.3,1512204543607
936879877503848454,0.1,0.1,1512204543840
936879876845404160,0.1,1.5,1512204543683
936879880049868800,0,0,1512204544447
936879884453912576,0,0.1,1512204545497
936879885301059584,0.8,0.8,1512204545699
936879881098469376,0,0,1512204544697
936879886936899586,0.3,0.3,1512204546089
936879887767322624,0,0.3,1512204546287
936879888761364480,0,0.1,1512204546524
936879890468519936,0,0.3,1512204546931
936879890267234304,0.5,1.1,1512204546883
936879890887974913,0.7,0.7,1512204547031
936879892590821377,0.2,0.4,1512204547437
936879890632077312,0.2,1.1,1512204546970
936879893916164097,0,0.1,1512204547753
936879894641885184,0,0.3,1512204547926
936879894704689152,0,0.5,1512204547941
936879894679527424,0.7,0.7,1512204547935
936879895115735040,-0.1,0.1,1512204548039
936879893568143365,0.2,1.1,1512204547670
936879894805471232,0,0.1,1512204547965
936879894134263808,0,0.1,1512204547805
936879898278297600,-0.2,0.2,1512204548793
936879898785849344,0.3,0.3,1512204548914
936879899737911296,-0.8,0.8,1512204549141
936879900543164416,-0.2,0.2,1512204549333
936879901054869504,0.5,1,1512204549455
936879901390413824,0,0.3,1512204549535
936879901533028352,0,0.3,1512204549569
936879904192323584,0,0.3,1512204550203
936879905207304192,0,1.5,1512204550445
936879906343985152,-0.3,0.9,1512204550716
936879906822033409,0.3,0.6,1512204550830
936879907937796096,0,0.3,1512204551096
936879908483080193,0.3,0.3,1512204551226
936879910970302465,0.4,1.3,1512204551819
936879910949289984,-0.1,0.7,1512204551814
936879911553220608,0,0.4,1512204551958
936879912329216001,0,0.3,1512204552143
936879912891293700,0,0,1512204552277
936879914107547649,-0.1,0.5,1512204552567
936879912861892608,0,0,1512204552270
936879915487567872,0,0.3,1512204552896
936879916959670273,0.3,0.3,1512204553247
936879917588889600,0,0.2,1512204553397
936879918347984897,0.2,1.4,1512204553578
936879918629003265,0.8,0.8,1512204553645
936879919170121728,0.7,0.7,1512204553774
936879919404949504,-0.1,0.2,1512204553830
936879919228841984,0,0.3,1512204553788
936879919161786368,0.9,0.9,1512204553772
936879919933530112,0.1,0.1,1512204553956
936879921598570496,-0.2,0.2,1512204554353
936879924790493184,0,0.3,1512204555114
936879925612593167,0,0.3,1512204555310
936879925595738114,-0.6,0.6,1512204555306
936879925952262144,0,0.3,1512204555391
936879928053612544,0.5,0.5,1512204555892
936879928858918915,0.4,0.4,1512204556084
936879929593028608,0,0.1,1512204556259
936879934923988992,-0.8,0.8,1512204557530
936879935737675776,0,0.3,1512204557724
936879935846735872,0.2,0.5,1512204557750
936879944667299840,0.6,1.9,1512204559853
936879945355223045,0,0,1512204560017
936879946785370115,0,0,1512204560358
936879948521906176,0,0.3,1512204560772
936879949713088512,0.4,0.4,1512204561056
936879949654368256,0,0.3,1512204561042
936879950224809987,0,0.1,1512204561178
936879950417633280,-0.3,0.3,1512204561224
936879950048587776,-0.1,0.6,1512204561136
936879951227138050,0,0.3,1512204561417
936879951331987456,0,0,1512204561442
936879952917553152,0.2,0.2,1512204561820
936879954339311616,0,0.3,1512204562159
936879955874537472,0.4,0.4,1512204562525
936879961327075328,0.1,0.3,1512204563825
936879963319369729,0.6,0.6,1512204564300
936879963390615552,0.2,0.4,1512204564317
936879963613011969,0,0,1512204564370
936879965097750529,0,0.2,1512204564724
936879965215191040,-0.3,0.3,1512204564752
936879968784547841,0,0.1,1512204565603
936879968818102273,0,0.1,1512204565611
936879969283686402,0.1,0.2,1512204565722
936879969451384832,0,0,1512204565762
936879972546887681,0.1,0.3,1512204566500
936879974417494016,-0.5,0.5,1512204566946
936879973402472448,0,0.3,1512204566704
936879977022156800,-0.3,0.3,1512204567567
936879978515390464,0,1.5,1512204567923
936879979287023618,0.3,1.2,1512204568107
936879980780306432,0,1.4,1512204568463
936879981115817984,0.2,0.4,1512204568543
936879981749088257,0,0.3,1512204568694
